epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc
1,0.370402630433983,0.2016093109308827,0.9386520332066977,0.8720275344180225,0.990405117270789,0.9274542429284526,0.9882727141636994
2,0.06927724148670727,0.16513822291975835,0.968763191219924,0.9277227722772278,0.9989339019189766,0.9620123203285421,0.9965094579678891
3,0.023813194445463735,0.019391719906424732,0.9959195159701703,0.9925716307039264,0.9971570717839374,0.9948590675412161,0.9998666032255945
4,0.012257691346296432,0.06566991160738488,0.9895877304066414,0.9760250173731758,0.998223169864961,0.9869992972593113,0.9989217335504766
5,0.00522534602093766,0.036665128544715396,0.9940903334740396,0.9866573033707865,0.9985785358919688,0.9925821264570823,0.9993816068239548
