epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc
1,0.36077100572246346,0.2728316288797402,0.9177738411573664,0.8324459755715627,0.9917910447761195,0.9051592031329815,0.9869077153315008
2,0.06312239257078567,0.034486697460777885,0.9945379391792146,0.9940186915887851,0.9921641791044776,0.9930905695611578,0.9989640372879133
3,0.022066565080097193,0.056554806304413265,0.988780631827576,0.9741442097596504,0.9981343283582089,0.9859933652782897,0.9993613697511465
4,0.010385968076170557,0.03482727382197079,0.9954236787717744,0.9911012235817576,0.9973880597014926,0.9942347033661894,0.9992900513310342
5,0.0057395723789015795,0.022612080512459318,0.9974904044877473,0.9966430436404327,0.9970149253731343,0.9968289498227942,0.9995166752947524
6,0.004250552863986471,0.02504890463064681,0.9966046648951875,0.992584352984798,0.9988805970149254,0.995722521852334,0.9997054298609542
7,0.0010067439951690186,0.02613252952526861,0.9970475346914673,0.9940564635958395,0.9985074626865672,0.996276991809382,0.9995990218667289
